"","X.5376B385.492D.34C1.E053.6B04A8C09FF6.","X127000","X2017.05.12.00.00","DE21.4ND","S","N","F","X44","X","RUPERT.ROAD","CHADDESDEN","DERBY","CITY.OF.DERBY","CITY.OF.DERBY.1","A","A.1"
"123","{582D0636-C119-8F22-E053-6C04A8C01BAC}",235000,"2017-07-14 00:00","PL19 9EG","T","N","F","239","","WHITCHURCH ROAD","","TAVISTOCK","WEST DEVON","DEVON","A","A"
"124","{582D0636-C11A-8F22-E053-6C04A8C01BAC}",115000,"2017-07-12 00:00","EX12 2PB","F","N","L","HAVEN COURT","FLAT 34","HARBOUR ROAD","","SEATON","EAST DEVON","DEVON","A","A"
"125","{582D0636-C11B-8F22-E053-6C04A8C01BAC}",216000,"2017-08-18 00:00","EX4 4LA","F","N","L","BROOKFIELD MEWS","1","NEW NORTH ROAD","","EXETER","EXETER","DEVON","A","A"
"126","{582D0636-C11C-8F22-E053-6C04A8C01BAC}",470000,"2017-08-18 00:00","EX15 2JG","D","N","F","WESTWOOD","","PENCEPOOL ORCHARD","PLYMTREE","CULLOMPTON","EAST DEVON","DEVON","A","A"
"127","{582D0636-C11D-8F22-E053-6C04A8C01BAC}",442500,"2017-07-27 00:00","EX11 1RY","S","N","F","BOWHAYES COTTAGE","","","VENN OTTERY","OTTERY ST MARY","EAST DEVON","DEVON","A","A"
"128","{582D0636-C11E-8F22-E053-6C04A8C01BAC}",279000,"2017-07-27 00:00","EX17 2BP","S","N","F","2","","PARLIAMENT STREET","","CREDITON","MID DEVON","DEVON","A","A"
"129","{582D0636-C11F-8F22-E053-6C04A8C01BAC}",320000,"2017-07-07 00:00","TQ2 7JJ","D","N","F","WILLOW VIEW, 33A","","HAMELDOWN CLOSE","","TORQUAY","TORBAY","TORBAY","A","A"
"130","{582D0636-C120-8F22-E053-6C04A8C01BAC}",115000,"2017-07-31 00:00","TQ4 5EL","F","N","L","THE OLD CIDER PRESS, 18","FLAT 5","FISHER STREET","","PAIGNTON","TORBAY","TORBAY","B","A"
"131","{582D0636-C32C-8F22-E053-6C04A8C01BAC}",277500,"2017-05-23 00:00","EX16 5FN","D","Y","F","1","","TOMSWELL DRIVE","","TIVERTON","MID DEVON","DEVON","A","A"
"132","{582D0636-C32D-8F22-E053-6C04A8C01BAC}",275000,"2017-05-19 00:00","EX16 5FL","D","Y","F","40","","ALLOTMENT APPROACH","","TIVERTON","MID DEVON","DEVON","A","A"
"133","{5CF9903B-75DD-7F13-E053-6C04A8C074B1}",2560000,"2017-06-16 00:00","SE3 0LJ","D","N","F","37","","KIDBROOKE GROVE","BLACKHEATH","LONDON","GREENWICH","GREATER LONDON","A","A"
"134","{582D0636-C32F-8F22-E053-6C04A8C01BAC}",232000,"2017-03-28 00:00","TQ12 1GX","S","Y","F","4","","VIOLET DRIVE","","NEWTON ABBOT","TEIGNBRIDGE","DEVON","A","A"
"135","{582D0636-C330-8F22-E053-6C04A8C01BAC}",172500,"2017-06-02 00:00","EX36 4AE","T","N","F","28","","SOUTH STREET","","SOUTH MOLTON","NORTH DEVON","DEVON","A","A"
"136","{582D0636-C331-8F22-E053-6C04A8C01BAC}",260000,"2017-06-02 00:00","EX39 3FA","D","Y","F","3","","TAYLOR CRESCENT","WESTWARD HO","BIDEFORD","TORRIDGE","DEVON","A","A"
"137","{582D0636-C332-8F22-E053-6C04A8C01BAC}",290000,"2017-06-01 00:00","EX16 5FL","D","Y","F","39","","ALLOTMENT APPROACH","","TIVERTON","MID DEVON","DEVON","A","A"
"138","{582D0636-C333-8F22-E053-6C04A8C01BAC}",995000,"2017-06-16 00:00","EX2 7GQ","D","Y","F","12","","MOUNTBATTEN DRIVE","","EXETER","EXETER","DEVON","A","A"
"139","{582D0636-C334-8F22-E053-6C04A8C01BAC}",109950,"2017-06-08 00:00","TQ4 5AL","F","Y","L","MARKHAM COURT, 50","FLAT 12","DARTMOUTH ROAD","","PAIGNTON","TORBAY","TORBAY","A","A"
"140","{582D0636-C335-8F22-E053-6C04A8C01BAC}",137500,"2017-05-19 00:00","EX4 6AG","F","Y","L","LUCY COURT","3","ACLAND ROAD","","EXETER","EXETER","DEVON","A","A"
"141","{582D0636-C336-8F22-E053-6C04A8C01BAC}",233000,"2017-05-24 00:00","TQ12 1GT","T","Y","F","31","","BUTTERCUP WAY","","NEWTON ABBOT","TEIGNBRIDGE","DEVON","A","A"
"142","{582D0636-C337-8F22-E053-6C04A8C01BAC}",227000,"2017-05-26 00:00","TQ12 1GT","T","Y","F","29","","BUTTERCUP WAY","","NEWTON ABBOT","TEIGNBRIDGE","DEVON","A","A"
"143","{582D0636-C338-8F22-E053-6C04A8C01BAC}",92500,"2017-06-16 00:00","EX7 0FW","T","Y","L","20","","EGRET CLOSE","","DAWLISH","TEIGNBRIDGE","DEVON","A","A"
"144","{582D0636-C339-8F22-E053-6C04A8C01BAC}",510000,"2017-05-31 00:00","TQ9 5WY","S","Y","F","18","","BALTIC WAY","","TOTNES","SOUTH HAMS","DEVON","A","A"
"145","{582D0636-C33A-8F22-E053-6C04A8C01BAC}",357995,"2017-05-31 00:00","EX31 3FP","D","Y","F","12","","BARRACKS ROAD","FREMINGTON","BARNSTAPLE","NORTH DEVON","DEVON","A","A"
"146","{5CF9903B-75DE-7F13-E053-6C04A8C074B1}",1125000,"2017-10-13 00:00","E5 0NJ","T","N","F","48","","BLURTON ROAD","","LONDON","HACKNEY","GREATER LONDON","A","A"
"147","{582D0636-C33D-8F22-E053-6C04A8C01BAC}",315000,"2017-06-02 00:00","EX39 1FH","D","Y","F","23","","QUEENS CLOSE","WESTWARD HO","BIDEFORD","TORRIDGE","DEVON","A","A"
"148","{582D0636-C33E-8F22-E053-6C04A8C01BAC}",166000,"2017-08-01 00:00","TQ9 5EJ","F","N","L","CATHERINE HOUSE","FLAT 3","TICKLEMORE STREET","","TOTNES","SOUTH HAMS","DEVON","A","A"
"149","{582D0636-C33F-8F22-E053-6C04A8C01BAC}",288995,"2017-05-26 00:00","EX1 3GA","D","Y","F","93","","MYRTLEBURY WAY","","EXETER","EXETER","DEVON","A","A"
"150","{582D0636-C340-8F22-E053-6C04A8C01BAC}",344950,"2017-06-09 00:00","TQ10 9FH","D","Y","F","5","","LOWER GREEN","","SOUTH BRENT","SOUTH HAMS","DEVON","A","A"
"151","{582D0636-C341-8F22-E053-6C04A8C01BAC}",218000,"2017-01-27 00:00","TQ4 7FH","S","Y","F","31","","WILKINS DRIVE","","PAIGNTON","TORBAY","TORBAY","A","A"
"152","{582D0636-C342-8F22-E053-6C04A8C01BAC}",195000,"2017-06-23 00:00","EX22 6FS","S","Y","F","37","","OLD MARKET PLACE","","HOLSWORTHY","TORRIDGE","DEVON","A","A"
"153","{582D0636-C343-8F22-E053-6C04A8C01BAC}",191995,"2017-04-21 00:00","PL1 4EA","S","Y","F","46","","DUKE STREET","","PLYMOUTH","CITY OF PLYMOUTH","CITY OF PLYMOUTH","A","A"
"154","{582D0636-C344-8F22-E053-6C04A8C01BAC}",168500,"2017-04-27 00:00","PL1 4FA","S","Y","F","104","","WALL STREET","","PLYMOUTH","CITY OF PLYMOUTH","CITY OF PLYMOUTH","A","A"
"155","{582D0636-C345-8F22-E053-6C04A8C01BAC}",303995,"2017-06-09 00:00","EX31 3FW","D","Y","F","13","","SWORD CLOSE","FREMINGTON","BARNSTAPLE","NORTH DEVON","DEVON","A","A"
"156","{582D0636-C346-8F22-E053-6C04A8C01BAC}",369995,"2017-06-09 00:00","EX31 3FP","D","Y","F","26","","BARRACKS ROAD","FREMINGTON","BARNSTAPLE","NORTH DEVON","DEVON","A","A"
"157","{582D0636-C347-8F22-E053-6C04A8C01BAC}",290000,"2017-06-08 00:00","EX1 3EZ","S","Y","F","28","","PINN LANE","","EXETER","EXETER","DEVON","A","A"
"158","{582D0636-C349-8F22-E053-6C04A8C01BAC}",159995,"2017-04-27 00:00","PL1 4FA","S","Y","F","100","","WALL STREET","","PLYMOUTH","CITY OF PLYMOUTH","CITY OF PLYMOUTH","A","A"
"159","{582D0636-C34A-8F22-E053-6C04A8C01BAC}",189995,"2017-06-16 00:00","PL1 4EA","T","Y","F","36","","DUKE STREET","","PLYMOUTH","CITY OF PLYMOUTH","CITY OF PLYMOUTH","A","A"
"160","{582D0636-C34B-8F22-E053-6C04A8C01BAC}",240000,"2017-06-20 00:00","TQ12 1GU","D","Y","F","14","","BURNET ROAD","","NEWTON ABBOT","TEIGNBRIDGE","DEVON","A","A"
"161","{582D0636-C34C-8F22-E053-6C04A8C01BAC}",215500,"2017-06-06 00:00","TQ1 4FT","F","Y","L","LIMESTONE COURT","28","ST JAMES ROAD","","TORQUAY","TORBAY","TORBAY","A","A"
"162","{582D0636-C34D-8F22-E053-6C04A8C01BAC}",345000,"2017-06-15 00:00","EX1 3DY","D","Y","F","14","","POLTIMORE DRIVE","","EXETER","EXETER","DEVON","A","A"
"163","{582D0636-C34E-8F22-E053-6C04A8C01BAC}",203995,"2017-06-09 00:00","TQ12 4FP","S","Y","F","4","","GOULD PLACE","","NEWTON ABBOT","TEIGNBRIDGE","DEVON","A","A"
"164","{5CF9903B-75DC-7F13-E053-6C04A8C074B1}",1190000,"2017-09-25 00:00","SW6 7UE","T","N","F","73","","HARTISMERE ROAD","FULHAM","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"165","{582D0636-C561-8F22-E053-6C04A8C01BAC}",185000,"2017-07-31 00:00","DT4 7UD","T","N","F","23","","SUNDEW CLOSE","","WEYMOUTH","WEYMOUTH AND PORTLAND","DORSET","A","A"
"166","{582D0636-C562-8F22-E053-6C04A8C01BAC}",260000,"2017-06-21 00:00","BH12 2NQ","S","N","F","2A","","NEW ROAD","","POOLE","POOLE","POOLE","A","A"
"167","{582D0636-C563-8F22-E053-6C04A8C01BAC}",272000,"2017-08-11 00:00","SP7 8LP","S","N","F","19","","WELL LANE","","SHAFTESBURY","NORTH DORSET","DORSET","A","A"
"168","{582D0636-C564-8F22-E053-6C04A8C01BAC}",521000,"2017-06-23 00:00","BH22 0AP","D","N","F","6","","PINEHURST ROAD","WEST MOORS","FERNDOWN","EAST DORSET","DORSET","A","A"
"169","{582D0636-C565-8F22-E053-6C04A8C01BAC}",235000,"2017-07-28 00:00","DT4 9SH","D","N","F","57","","CARISBROOKE","","WEYMOUTH","WEYMOUTH AND PORTLAND","DORSET","A","A"
"170","{582D0636-C566-8F22-E053-6C04A8C01BAC}",315000,"2017-06-30 00:00","BH10 6AN","D","N","F","58","","REDHILL DRIVE","","BOURNEMOUTH","BOURNEMOUTH","BOURNEMOUTH","A","A"
"171","{582D0636-C568-8F22-E053-6C04A8C01BAC}",380000,"2017-07-14 00:00","BH9 3JH","D","N","F","50","","PRIORY VIEW ROAD","","BOURNEMOUTH","BOURNEMOUTH","BOURNEMOUTH","A","A"
"172","{582D0636-C569-8F22-E053-6C04A8C01BAC}",137000,"2017-08-10 00:00","DT2 9ST","F","N","L","7","","LOCKS LANE","STRATTON","DORCHESTER","WEST DORSET","DORSET","A","A"
"173","{582D0636-C56A-8F22-E053-6C04A8C01BAC}",134950,"2017-08-04 00:00","BH12 1QA","F","N","L","104","","MAYFORD ROAD","BRANKSOME","POOLE","POOLE","POOLE","A","A"
"174","{582D0636-C56B-8F22-E053-6C04A8C01BAC}",382500,"2017-07-25 00:00","DT3 5AT","D","N","F","331","","DORCHESTER ROAD","","WEYMOUTH","WEYMOUTH AND PORTLAND","DORSET","A","A"
"175","{582D0636-C56C-8F22-E053-6C04A8C01BAC}",270000,"2017-07-20 00:00","DT11 8UX","D","N","F","15","","WALTERS DRIVE","PIMPERNE","BLANDFORD FORUM","NORTH DORSET","DORSET","A","A"
"176","{582D0636-C56D-8F22-E053-6C04A8C01BAC}",340000,"2017-06-30 00:00","BH21 3EZ","D","N","F","35","","RECTORY AVENUE","CORFE MULLEN","WIMBORNE","EAST DORSET","DORSET","A","A"
"177","{582D0636-C56E-8F22-E053-6C04A8C01BAC}",215000,"2017-07-14 00:00","DT11 7NA","S","N","F","2","","STEVENS CLOSE","","BLANDFORD FORUM","NORTH DORSET","DORSET","A","A"
"178","{582D0636-C56F-8F22-E053-6C04A8C01BAC}",122500,"2017-08-25 00:00","DT4 0AQ","F","N","L","SWALLOW COURT, 77","FLAT 12","ABBOTSBURY ROAD","","WEYMOUTH","WEYMOUTH AND PORTLAND","DORSET","A","A"
"179","{582D0636-C570-8F22-E053-6C04A8C01BAC}",250000,"2017-08-08 00:00","BH8 0AZ","T","N","F","9","","CHESILDENE AVENUE","","BOURNEMOUTH","BOURNEMOUTH","BOURNEMOUTH","A","A"
"180","{582D0636-C571-8F22-E053-6C04A8C01BAC}",215000,"2017-08-18 00:00","DT4 7HR","T","N","F","15","","CHELMSFORD STREET","","WEYMOUTH","WEYMOUTH AND PORTLAND","DORSET","A","A"
"181","{582D0636-C572-8F22-E053-6C04A8C01BAC}",625000,"2017-08-03 00:00","BH23 5PD","D","N","F","4","","THURSBY ROAD","HIGHCLIFFE","CHRISTCHURCH","CHRISTCHURCH","DORSET","A","A"
"182","{582D0636-C573-8F22-E053-6C04A8C01BAC}",502000,"2017-07-12 00:00","BH7 6QB","D","N","F","62","","DURRINGTON ROAD","BOSCOMBE EAST","BOURNEMOUTH","BOURNEMOUTH","BOURNEMOUTH","A","A"
"183","{582D0636-C574-8F22-E053-6C04A8C01BAC}",275000,"2017-06-14 00:00","DT9 3RW","D","N","F","19","","CASTLE ROAD","","SHERBORNE","WEST DORSET","DORSET","A","A"
"184","{582D0636-C576-8F22-E053-6C04A8C01BAC}",119000,"2017-08-08 00:00","BH5 1DG","F","N","L","FAIRHAVEN COURT, 34","FLAT 40","SEA ROAD","BOSCOMBE","BOURNEMOUTH","BOURNEMOUTH","BOURNEMOUTH","A","A"
"185","{582D0636-C577-8F22-E053-6C04A8C01BAC}",402500,"2017-07-28 00:00","BH22 8BA","D","N","F","11","","FAIRWAYS","TRICKETTS CROSS","FERNDOWN","EAST DORSET","DORSET","A","A"
"186","{582D0636-C578-8F22-E053-6C04A8C01BAC}",164000,"2017-08-09 00:00","BH1 4NP","F","N","L","15","FLAT 2","GRANTHAM ROAD","","BOURNEMOUTH","BOURNEMOUTH","BOURNEMOUTH","A","A"
"187","{582D0636-C579-8F22-E053-6C04A8C01BAC}",190000,"2017-08-16 00:00","DT11 8HA","D","N","F","20","","MILLBROOK CLOSE","CHILD OKEFORD","BLANDFORD FORUM","NORTH DORSET","DORSET","A","A"
"188","{582D0636-C57A-8F22-E053-6C04A8C01BAC}",255450,"2017-08-11 00:00","BH31 6DH","S","N","F","8","","BROOK DRIVE","","VERWOOD","EAST DORSET","DORSET","A","A"
"189","{582D0636-C57B-8F22-E053-6C04A8C01BAC}",240000,"2017-07-18 00:00","DT9 3BJ","F","N","L","PRINTERS COURT, 74A","FLAT 4","CHEAP STREET","","SHERBORNE","WEST DORSET","DORSET","A","A"
"190","{582D0636-C57C-8F22-E053-6C04A8C01BAC}",99500,"2017-08-01 00:00","DT4 0AQ","F","N","L","SWALLOW COURT, 77","FLAT 23","ABBOTSBURY ROAD","","WEYMOUTH","WEYMOUTH AND PORTLAND","DORSET","A","A"
"191","{582D0636-C57D-8F22-E053-6C04A8C01BAC}",170000,"2017-08-14 00:00","BH2 6AU","F","N","L","SUFFOLK COURT 39-41","FLAT 8","SUFFOLK ROAD","","BOURNEMOUTH","BOURNEMOUTH","BOURNEMOUTH","A","A"
"192","{582D0636-C57E-8F22-E053-6C04A8C01BAC}",395000,"2017-08-14 00:00","BH31 7FZ","D","N","F","22","","THE FORESTSIDE","","VERWOOD","EAST DORSET","DORSET","A","A"
"193","{582D0636-C57F-8F22-E053-6C04A8C01BAC}",290000,"2017-07-28 00:00","DT11 9PD","D","N","F","8","","GREENFIELD ROAD","CHARLTON MARSHALL","BLANDFORD FORUM","NORTH DORSET","DORSET","A","A"
"194","{582D0636-C580-8F22-E053-6C04A8C01BAC}",162000,"2017-07-21 00:00","BH1 1PS","F","N","L","CRAIGMORE GARDENS, 72","1","LANSDOWNE ROAD","","BOURNEMOUTH","BOURNEMOUTH","BOURNEMOUTH","A","A"
"195","{582D0636-C581-8F22-E053-6C04A8C01BAC}",525000,"2017-08-03 00:00","BH18 9GS","D","N","F","37","","KINGCUP CLOSE","","BROADSTONE","POOLE","POOLE","A","A"
"196","{582D0636-C582-8F22-E053-6C04A8C01BAC}",650000,"2017-05-23 00:00","DT3 5QQ","D","N","F","RIDGEWAY HOUSE","","THE RIDGEWAY","UPWEY","WEYMOUTH","WEYMOUTH AND PORTLAND","DORSET","A","A"
"197","{582D0636-C583-8F22-E053-6C04A8C01BAC}",220000,"2017-08-11 00:00","BH17 7JG","T","N","F","73","","EDWINA DRIVE","","POOLE","POOLE","POOLE","A","A"
"198","{582D0636-C787-8F22-E053-6C04A8C01BAC}",110000,"2017-07-24 00:00","DT11 7EB","F","N","L","4","FLAT 1","MARKET PLACE","","BLANDFORD FORUM","NORTH DORSET","DORSET","A","A"
"199","{582D0636-C788-8F22-E053-6C04A8C01BAC}",1410000,"2017-07-26 00:00","BH13 6DU","D","N","F","GREENSLEEVES, 12","","BURTON ROAD","BRANKSOME PARK","POOLE","POOLE","POOLE","A","A"
"200","{582D0636-C789-8F22-E053-6C04A8C01BAC}",201000,"2017-05-05 00:00","DT1 3SW","F","N","L","CHALLACOMBE HOUSE","3","CHALLACOMBE STREET","POUNDBURY","DORCHESTER","WEST DORSET","DORSET","A","A"
"201","{50F18103-65BE-9FD5-E050-A8C063054923}",125000,"2017-04-06 00:00","BD23 2BE","F","N","L","BURNSIDE HOUSE","APARTMENT 22","CARLETON ROAD","","SKIPTON","CRAVEN","NORTH YORKSHIRE","A","A"
"202","{50F18103-65BF-9FD5-E050-A8C063054923}",195000,"2017-04-11 00:00","YO8 9GN","S","N","F","5","","ST MARYS COURT","HAMBLETON","SELBY","SELBY","NORTH YORKSHIRE","A","A"
"203","{50F18103-65C0-9FD5-E050-A8C063054923}",275000,"2017-05-05 00:00","DL8 4BD","D","N","F","LYNDHURST","","","CARLTON","LEYBURN","RICHMONDSHIRE","NORTH YORKSHIRE","A","A"
"204","{50F18103-65C1-9FD5-E050-A8C063054923}",715000,"2017-04-28 00:00","HG5 9HA","D","N","F","GATESHILL MANOR","","RIPLEY ROAD","","KNARESBOROUGH","HARROGATE","NORTH YORKSHIRE","A","A"
"205","{50F18103-65C2-9FD5-E050-A8C063054923}",167500,"2017-04-03 00:00","YO12 6TW","S","N","F","39","","HIRSTEAD ROAD","","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE","A","A"
"206","{50F18103-65C4-9FD5-E050-A8C063054923}",300000,"2017-05-22 00:00","YO18 8QA","D","N","F","CORNER COTTAGE","","","NEWTON ON RAWCLIFFE","PICKERING","RYEDALE","NORTH YORKSHIRE","A","A"
"207","{50F18103-65C5-9FD5-E050-A8C063054923}",304000,"2017-05-12 00:00","YO10 4HN","S","N","F","73","","HESLINGTON LANE","","YORK","YORK","YORK","A","A"
"208","{50F18103-65C6-9FD5-E050-A8C063054923}",782000,"2017-05-19 00:00","YO30 7DZ","D","N","F","THE OLD STABLES","","GALMANHOE LANE","","YORK","YORK","YORK","A","A"
"209","{50F18103-65C7-9FD5-E050-A8C063054923}",315000,"2017-04-28 00:00","BD23 6QN","D","N","F","24","","BRACKENLEY DRIVE","EMBSAY","SKIPTON","CRAVEN","NORTH YORKSHIRE","A","A"
"210","{50F18103-65C8-9FD5-E050-A8C063054923}",250000,"2017-04-20 00:00","YO13 0PY","T","N","F","19","","THE PARK","SCALBY","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE","A","A"
"211","{50F18103-65C9-9FD5-E050-A8C063054923}",595000,"2017-04-19 00:00","YO13 0QR","D","N","F","THE OLD NURSERIES","3","SOUTH STREET","SCALBY","SCARBOROUGH","SCARBOROUGH","NORTH YORKSHIRE","A","A"
"212","{50F18103-67F8-9FD5-E050-A8C063054923}",385000,"2017-04-10 00:00","OX9 3WD","D","N","F","37","","GLENHAM ROAD","","THAME","SOUTH OXFORDSHIRE","OXFORDSHIRE","A","A"
"213","{50F18103-67F9-9FD5-E050-A8C063054923}",250000,"2017-04-28 00:00","OX14 5RR","S","N","F","15","","RILEY CLOSE","","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE","A","A"
"214","{50F18103-67FA-9FD5-E050-A8C063054923}",615000,"2017-05-16 00:00","OX5 2AH","D","N","F","41","","THE MOORS","","KIDLINGTON","CHERWELL","OXFORDSHIRE","A","A"
"215","{50F18103-67FB-9FD5-E050-A8C063054923}",450500,"2017-05-19 00:00","OX33 1UR","S","N","F","61","","BEECH ROAD","WHEATLEY","OXFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE","A","A"
"216","{50F18103-67FC-9FD5-E050-A8C063054923}",290000,"2017-03-10 00:00","OX16 0UB","D","N","F","65","","TRINITY CLOSE","","BANBURY","CHERWELL","OXFORDSHIRE","A","A"
"217","{50F18103-67FD-9FD5-E050-A8C063054923}",208000,"2017-04-07 00:00","OX15 4QS","T","N","F","74","","WINTERS WAY","BLOXHAM","BANBURY","CHERWELL","OXFORDSHIRE","A","A"
"218","{50F18103-67FE-9FD5-E050-A8C063054923}",235000,"2017-04-13 00:00","OX18 3HH","T","N","F","6","","ARLINGTON CLOSE","","CARTERTON","WEST OXFORDSHIRE","OXFORDSHIRE","A","A"
"219","{50F18103-67FF-9FD5-E050-A8C063054923}",394000,"2017-05-05 00:00","OX28 1NF","T","N","F","56","","WEST END","","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE","A","A"
"220","{50F18103-6800-9FD5-E050-A8C063054923}",1795000,"2017-04-19 00:00","RG9 5RY","D","N","F","HUNTERCOMBE MANOR","","HUNTERCOMBE","NUFFIELD","HENLEY-ON-THAMES","SOUTH OXFORDSHIRE","OXFORDSHIRE","A","A"
"221","{50F18103-6801-9FD5-E050-A8C063054923}",450000,"2017-05-12 00:00","OX2 9QB","D","N","F","65","","THE GLEBE","CUMNOR","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE","A","A"
"222","{50F18103-6802-9FD5-E050-A8C063054923}",179435,"2017-05-19 00:00","OX16 1YR","T","N","F","10","","FORSYTHIA WALK","","BANBURY","CHERWELL","OXFORDSHIRE","A","A"
"223","{50F18103-6803-9FD5-E050-A8C063054923}",2260000,"2017-05-18 00:00","RG9 5JE","D","N","F","MINTON HOUSE","","","PEPPARD COMMON","HENLEY-ON-THAMES","SOUTH OXFORDSHIRE","OXFORDSHIRE","A","A"
"224","{50F18103-6804-9FD5-E050-A8C063054923}",430000,"2017-04-20 00:00","OX4 4LF","D","N","F","57","","COWLEY ROAD","LITTLEMORE","OXFORD","OXFORD","OXFORDSHIRE","B","A"
"225","{50F18103-6806-9FD5-E050-A8C063054923}",362000,"2017-04-28 00:00","OX5 2BY","S","N","F","122","","BANBURY ROAD","","KIDLINGTON","CHERWELL","OXFORDSHIRE","A","A"
"226","{50F18103-6807-9FD5-E050-A8C063054923}",350000,"2017-04-13 00:00","OX1 5QS","D","N","F","148","","POPLAR GROVE","KENNINGTON","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE","A","A"
"227","{50F18103-6808-9FD5-E050-A8C063054923}",396889,"2017-05-05 00:00","RG9 2EN","S","N","F","87","","CRISP ROAD","","HENLEY-ON-THAMES","SOUTH OXFORDSHIRE","OXFORDSHIRE","A","A"
"228","{50F18103-6809-9FD5-E050-A8C063054923}",510000,"2017-05-05 00:00","OX5 2PP","D","N","F","16","","WATER EATON LANE","GOSFORD","KIDLINGTON","CHERWELL","OXFORDSHIRE","A","A"
"229","{50F18103-680A-9FD5-E050-A8C063054923}",350000,"2017-04-07 00:00","OX5 2UL","T","N","F","7","","RAY VIEW","CHARLTON ON OTMOOR","KIDLINGTON","CHERWELL","OXFORDSHIRE","A","A"
"230","{50F18103-680B-9FD5-E050-A8C063054923}",270000,"2017-05-19 00:00","OX14 4JA","T","N","F","10","","THE GREEN","DRAYTON","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE","A","A"
"231","{50F18103-680C-9FD5-E050-A8C063054923}",385000,"2017-03-31 00:00","OX7 6ET","S","N","F","106","","HIGH STREET","MILTON UNDER WYCHWOOD","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE","A","A"
"232","{50F18103-680D-9FD5-E050-A8C063054923}",285000,"2017-05-05 00:00","SN7 8LB","D","N","F","4","","SOUTHDOWN COURT","STANFORD IN THE VALE","FARINGDON","VALE OF WHITE HORSE","OXFORDSHIRE","A","A"
"233","{50F18103-680E-9FD5-E050-A8C063054923}",153000,"2017-04-25 00:00","OX16 1FW","T","N","F","5","","ROSINA WALK","","BANBURY","CHERWELL","OXFORDSHIRE","A","A"
"234","{50F18103-680F-9FD5-E050-A8C063054923}",150000,"2017-05-22 00:00","OX10 0LZ","F","N","L","52","","ATWELL CLOSE","","WALLINGFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE","B","A"
"235","{50F18103-6810-9FD5-E050-A8C063054923}",975000,"2017-04-24 00:00","OX18 4LS","D","N","F","HANOVER HOUSE","","SHEEP STREET","","BURFORD","WEST OXFORDSHIRE","OXFORDSHIRE","A","A"
"236","{50F18103-6811-9FD5-E050-A8C063054923}",525000,"2017-03-31 00:00","OX5 2HX","D","N","F","9","","EVANS LANE","","KIDLINGTON","CHERWELL","OXFORDSHIRE","A","A"
"237","{50F18103-6812-9FD5-E050-A8C063054923}",338000,"2017-04-21 00:00","OX7 7BH","T","N","F","FIG TREE COTTAGE, 41","","NORTH STREET","MIDDLE BARTON","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE","A","A"
"238","{50F18103-6813-9FD5-E050-A8C063054923}",565000,"2017-05-17 00:00","SN7 8LW","D","N","F","9","","SHEARDS LANE","STANFORD IN THE VALE","FARINGDON","VALE OF WHITE HORSE","OXFORDSHIRE","A","A"
"239","{50F18103-6814-9FD5-E050-A8C063054923}",275000,"2017-05-05 00:00","OX7 3BP","S","N","F","2","","WARDS LANE","FINSTOCK","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE","A","A"
"240","{50F18103-6815-9FD5-E050-A8C063054923}",246000,"2017-04-28 00:00","OX18 1EE","D","N","F","1","","STONELEIGH DRIVE","","CARTERTON","WEST OXFORDSHIRE","OXFORDSHIRE","A","A"
"241","{50F18103-6816-9FD5-E050-A8C063054923}",480000,"2017-04-25 00:00","OX3 0JU","S","N","F","20","","BEECHEY AVENUE","MARSTON","OXFORD","OXFORD","OXFORDSHIRE","A","A"
"242","{50F18103-6817-9FD5-E050-A8C063054923}",495000,"2017-04-12 00:00","OX10 0LQ","D","N","F","25","","MCMULLAN CLOSE","","WALLINGFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE","A","A"
"243","{50F18103-6818-9FD5-E050-A8C063054923}",250000,"2017-05-04 00:00","OX26 4FN","S","N","F","55","","LYNEHAM ROAD","","BICESTER","CHERWELL","OXFORDSHIRE","A","A"
"244","{50F18103-6A6C-9FD5-E050-A8C063054923}",540000,"2017-04-07 00:00","OX17 3FN","D","Y","F","6","","THE ROBINS","ADDERBURY","BANBURY","CHERWELL","OXFORDSHIRE","A","A"
"245","{50F18103-6A6D-9FD5-E050-A8C063054923}",550000,"2017-04-12 00:00","OX25 4RP","D","N","F","LEWANNICK","","HARRISVILLE LANE","STEEPLE ASTON","BICESTER","CHERWELL","OXFORDSHIRE","A","A"
"246","{50F18103-6A6E-9FD5-E050-A8C063054923}",262000,"2017-04-28 00:00","OX16 9TL","D","N","F","20","","ELTON ROAD","","BANBURY","CHERWELL","OXFORDSHIRE","A","A"
